Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
No model checkpoint file found in saved_models/1_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-01 23:06:26
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
   30700 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   5.26e+04 |   8.93e+04 |    1.86e+03 |    4.96e+04 |    2.41e+02 |   7.27e-05 |   2.20e-01 |     18222.15 |    97.54 |  2479m 35s | Model saved         
   30750 |   1.87e+05 |   6.18e+02 |   2.59e+06 |   5.32e+04 |   8.86e+04 |    1.85e+03 |    4.99e+04 |    2.40e+02 |   7.27e-05 |   2.20e-01 |     18222.15 |   106.30 |  2477m 33s | Model saved         
   30800 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   5.25e+04 |   8.93e+04 |    1.86e+03 |    4.95e+04 |    2.41e+02 |   7.27e-05 |   2.20e-01 |     18222.15 |    97.41 |  2473m 24s | Model saved         
   30850 |   1.87e+05 |   6.16e+02 |   2.59e+06 |   5.31e+04 |   8.86e+04 |    1.85e+03 |    4.99e+04 |    2.40e+02 |   6.91e-05 |   2.20e-01 |     18222.15 |   106.78 |  2471m 30s | Model saved         
   30900 |   1.86e+05 |   6.20e+02 |   2.61e+06 |   5.25e+04 |   8.93e+04 |    1.86e+03 |    4.96e+04 |    2.41e+02 |   6.91e-05 |   2.20e-01 |     18222.15 |    97.47 |  2467m 27s | Model saved         
   30950 |   1.87e+05 |   6.19e+02 |   2.59e+06 |   5.33e+04 |   8.85e+04 |    1.85e+03 |    4.99e+04 |    2.40e+02 |   6.91e-05 |   2.20e-01 |     18222.15 |   107.18 |  2465m 41s | Model saved         
   31000 |   1.86e+05 |   6.19e+02 |   2.61e+06 |   5.24e+04 |   8.92e+04 |    1.86e+03 |    4.95e+04 |    2.41e+02 |   6.91e-05 |   2.09e-01 |     18222.15 |    98.69 |  2461m 58s | Model saved         
   31050 |   1.87e+05 |   6.25e+02 |   2.60e+06 |   5.44e+04 |   8.86e+04 |    1.85e+03 |    5.00e+04 |    2.40e+02 |   6.56e-05 |   2.09e-01 |     18222.15 |   109.90 |  2460m 50s | Model saved         
   31100 |   1.86e+05 |   6.25e+02 |   2.61e+06 |   5.34e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   6.56e-05 |   2.09e-01 |     18222.15 |    98.36 |  2457m 06s | Model saved         
   31150 |   1.87e+05 |   6.23e+02 |   2.60e+06 |   5.43e+04 |   8.86e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   6.56e-05 |   2.09e-01 |     18222.15 |   107.69 |  2455m 29s | Model saved         
   31200 |   1.86e+05 |   6.24e+02 |   2.61e+06 |   5.32e+04 |   8.93e+04 |    1.86e+03 |    4.96e+04 |    2.41e+02 |   6.56e-05 |   2.09e-01 |     18222.15 |    97.65 |  2451m 39s | Model saved         
   31250 |   1.87e+05 |   6.24e+02 |   2.59e+06 |   5.44e+04 |   8.85e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   6.23e-05 |   2.09e-01 |     18222.15 |   106.67 |  2449m 49s | Model saved         
   31300 |   1.86e+05 |   6.26e+02 |   2.61e+06 |   5.34e+04 |   8.92e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   6.23e-05 |   2.09e-01 |     18222.15 |    98.36 |  2446m 13s | Model saved         
   31350 |   1.87e+05 |   6.23e+02 |   2.59e+06 |   5.44e+04 |   8.85e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   6.23e-05 |   2.09e-01 |     18222.15 |   107.82 |  2444m 39s | Model saved         
   31400 |   1.86e+05 |   6.26e+02 |   2.61e+06 |   5.32e+04 |   8.92e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   6.23e-05 |   2.09e-01 |     18222.15 |    97.47 |  2440m 54s | Model saved         
   31450 |   1.87e+05 |   6.21e+02 |   2.59e+06 |   5.42e+04 |   8.86e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   5.92e-05 |   2.09e-01 |     18222.15 |   106.66 |  2439m 06s | Model saved         
   31500 |   1.86e+05 |   6.24e+02 |   2.61e+06 |   5.31e+04 |   8.92e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   5.92e-05 |   2.09e-01 |     18222.15 |    97.51 |  2435m 25s | Model saved         
   31550 |   1.87e+05 |   6.22e+02 |   2.60e+06 |   5.44e+04 |   8.86e+04 |    1.85e+03 |    5.00e+04 |    2.40e+02 |   5.92e-05 |   2.09e-01 |     18222.15 |   106.94 |  2433m 42s | Model saved         
   31600 |   1.86e+05 |   6.25e+02 |   2.61e+06 |   5.33e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   5.92e-05 |   2.09e-01 |     18222.15 |    98.08 |  2430m 12s | Model saved         
   31650 |   1.87e+05 |   6.20e+02 |   2.59e+06 |   5.43e+04 |   8.86e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   5.62e-05 |   2.09e-01 |     18222.15 |   107.75 |  2428m 39s | Model saved         
   31700 |   1.87e+05 |   6.27e+02 |   2.61e+06 |   5.31e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   5.62e-05 |   2.09e-01 |     18222.15 |    97.38 |  2425m 03s | Model saved         
   31750 |   1.87e+05 |   6.20e+02 |   2.59e+06 |   5.42e+04 |   8.85e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   5.62e-05 |   2.09e-01 |     18222.15 |   107.17 |  2423m 24s | Model saved         
   31800 |   1.86e+05 |   6.28e+02 |   2.61e+06 |   5.32e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   5.62e-05 |   2.09e-01 |     18222.15 |    97.52 |  2419m 53s | Model saved         
   31850 |   1.87e+05 |   6.23e+02 |   2.59e+06 |   5.40e+04 |   8.85e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   5.34e-05 |   2.09e-01 |     18222.15 |   106.40 |  2418m 06s | Model saved         
   31900 |   1.87e+05 |   6.28e+02 |   2.61e+06 |   5.30e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   5.34e-05 |   2.09e-01 |     18222.15 |    97.75 |  2414m 40s | Model saved         
   31950 |   1.87e+05 |   6.20e+02 |   2.59e+06 |   5.41e+04 |   8.86e+04 |    1.85e+03 |    5.00e+04 |    2.40e+02 |   5.34e-05 |   2.09e-01 |     18222.15 |   106.37 |  2412m 53s | Model saved         
   32000 |   1.87e+05 |   6.28e+02 |   2.61e+06 |   5.30e+04 |   8.93e+04 |    1.86e+03 |    4.97e+04 |    2.41e+02 |   5.34e-05 |   1.98e-01 |     18222.15 |    97.49 |  2409m 27s | Model saved         
   32050 |   1.87e+05 |   6.27e+02 |   2.60e+06 |   5.52e+04 |   8.86e+04 |    1.85e+03 |    5.02e+04 |    2.40e+02 |   5.08e-05 |   1.98e-01 |     18222.15 |   110.07 |  2408m 23s | Model saved         
   32100 |   1.87e+05 |   6.32e+02 |   2.61e+06 |   5.37e+04 |   8.93e+04 |    1.86e+03 |    4.98e+04 |    2.42e+02 |   5.08e-05 |   1.98e-01 |     18222.15 |    97.66 |  2405m 01s | Model saved         
   32150 |   1.87e+05 |   6.26e+02 |   2.60e+06 |   5.51e+04 |   8.85e+04 |    1.85e+03 |    5.02e+04 |    2.40e+02 |   5.08e-05 |   1.98e-01 |     18222.15 |   107.07 |  2403m 23s | Model saved         
   32200 |   1.87e+05 |   6.35e+02 |   2.61e+06 |   5.38e+04 |   8.93e+04 |    1.86e+03 |    4.99e+04 |    2.42e+02 |   5.08e-05 |   1.98e-01 |     18222.15 |    97.45 |  2400m 01s | Model saved         
   32250 |   1.87e+05 |   6.25e+02 |   2.60e+06 |   5.51e+04 |   8.85e+04 |    1.85e+03 |    5.02e+04 |    2.40e+02 |   4.82e-05 |   1.98e-01 |     18222.15 |   107.47 |  2398m 29s | Model saved         
   32300 |   1.87e+05 |   6.31e+02 |   2.61e+06 |   5.42e+04 |   8.93e+04 |    1.86e+03 |    4.98e+04 |    2.42e+02 |   4.82e-05 |   1.98e-01 |     18222.15 |    97.76 |  2395m 13s | Model saved         
   32350 |   1.87e+05 |   6.25e+02 |   2.60e+06 |   5.52e+04 |   8.85e+04 |    1.85e+03 |    5.02e+04 |    2.40e+02 |   4.82e-05 |   1.98e-01 |     18222.15 |   106.86 |  2393m 34s | Model saved         
   32400 |   1.87e+05 |   6.32e+02 |   2.61e+06 |   5.39e+04 |   8.92e+04 |    1.86e+03 |    4.99e+04 |    2.41e+02 |   4.82e-05 |   1.98e-01 |     18222.15 |    99.23 |  2390m 35s | Model saved         
   32450 |   1.87e+05 |   6.24e+02 |   2.60e+06 |   5.53e+04 |   8.85e+04 |    1.85e+03 |    5.02e+04 |    2.40e+02 |   4.58e-05 |   1.98e-01 |     18222.15 |   106.56 |  2388m 54s | Model saved         
   32500 |   1.87e+05 |   6.29e+02 |   2.61e+06 |   5.43e+04 |   8.92e+04 |    1.86e+03 |    4.98e+04 |    2.41e+02 |   4.58e-05 |   1.98e-01 |     18222.15 |    98.19 |  2385m 47s | Model saved         
   32550 |   1.87e+05 |   6.23e+02 |   2.60e+06 |   5.53e+04 |   8.85e+04 |    1.85e+03 |    5.02e+04 |    2.40e+02 |   4.58e-05 |   1.98e-01 |     18222.15 |   133.26 |  2388m 39s | Model saved         
   32600 |   1.87e+05 |   6.29e+02 |   2.61e+06 |   5.42e+04 |   8.92e+04 |    1.86e+03 |    4.98e+04 |    2.41e+02 |   4.58e-05 |   1.98e-01 |     18222.15 |   149.63 |  2394m 12s | Model saved         
   32650 |   1.87e+05 |   6.23e+02 |   2.60e+06 |   5.52e+04 |   8.84e+04 |    1.84e+03 |    5.02e+04 |    2.40e+02 |   4.35e-05 |   1.98e-01 |     18222.15 |   110.92 |  2393m 10s | Model saved         
   32700 |   1.87e+05 |   6.29e+02 |   2.61e+06 |   5.42e+04 |   8.92e+04 |    1.86e+03 |    4.98e+04 |    2.41e+02 |   4.35e-05 |   1.98e-01 |     18222.15 |   103.69 |  2390m 54s | Model saved         
   32750 |   1.87e+05 |   6.23e+02 |   2.60e+06 |   5.53e+04 |   8.85e+04 |    1.85e+03 |    5.02e+04 |    2.40e+02 |   4.35e-05 |   1.98e-01 |     18222.15 |   156.14 |  2397m 18s | Model saved         
   32800 |   1.87e+05 |   6.29e+02 |   2.61e+06 |   5.43e+04 |   8.92e+04 |    1.86e+03 |    4.98e+04 |    2.41e+02 |   4.35e-05 |   1.98e-01 |     18222.15 |   135.30 |  2400m 09s | Model saved         
   32850 |   1.87e+05 |   6.23e+02 |   2.60e+06 |   5.52e+04 |   8.85e+04 |    1.84e+03 |    5.02e+04 |    2.40e+02 |   4.13e-05 |   1.98e-01 |     18222.15 |   185.26 |  2411m 02s | Model saved         
   32900 |   1.87e+05 |   6.28e+02 |   2.61e+06 |   5.43e+04 |   8.92e+04 |    1.86e+03 |    4.98e+04 |    2.41e+02 |   4.13e-05 |   1.98e-01 |     18222.15 |   155.06 |  2416m 51s | Model saved         
   32950 |   1.87e+05 |   6.22e+02 |   2.60e+06 |   5.53e+04 |   8.85e+04 |    1.85e+03 |    5.01e+04 |    2.40e+02 |   4.13e-05 |   1.98e-01 |     18222.15 |   196.13 |  2429m 07s | Model saved         
   33000 |   1.87e+05 |   6.30e+02 |   2.61e+06 |   5.42e+04 |   8.91e+04 |    1.86e+03 |    4.98e+04 |    2.41e+02 |   4.13e-05 |   1.88e-01 |     18222.15 |   111.66 |  2427m 46s | Model saved         
   33050 |   1.87e+05 |   6.28e+02 |   2.60e+06 |   5.60e+04 |   8.85e+04 |    1.84e+03 |    5.03e+04 |    2.40e+02 |   3.93e-05 |   1.88e-01 |     18222.15 |   171.29 |  2435m 48s | Model saved         
   33100 |   1.87e+05 |   6.35e+02 |   2.61e+06 |   5.51e+04 |   8.91e+04 |    1.86e+03 |    4.99e+04 |    2.42e+02 |   3.93e-05 |   1.88e-01 |     18222.15 |   122.46 |  2436m 03s | Model saved         
   33150 |   1.87e+05 |   6.28e+02 |   2.60e+06 |   5.63e+04 |   8.86e+04 |    1.85e+03 |    5.03e+04 |    2.40e+02 |   3.93e-05 |   1.88e-01 |     18222.15 |   137.37 |  2438m 35s | Model saved         
   33200 |   1.87e+05 |   6.34e+02 |   2.61e+06 |   5.52e+04 |   8.91e+04 |    1.86e+03 |    4.99e+04 |    2.42e+02 |   3.93e-05 |   1.88e-01 |     18222.15 |   145.68 |  2442m 20s | Model saved         
   33250 |   1.87e+05 |   6.29e+02 |   2.60e+06 |   5.61e+04 |   8.85e+04 |    1.85e+03 |    5.03e+04 |    2.40e+02 |   3.73e-05 |   1.88e-01 |     18222.15 |   116.65 |  2441m 34s | Model saved         
   33300 |   1.87e+05 |   6.31e+02 |   2.61e+06 |   5.50e+04 |   8.89e+04 |    1.86e+03 |    5.00e+04 |    2.42e+02 |   3.73e-05 |   1.88e-01 |     18222.15 |   166.29 |  2448m 17s | Model saved         
   33350 |   1.87e+05 |   6.29e+02 |   2.60e+06 |   5.63e+04 |   8.85e+04 |    1.84e+03 |    5.03e+04 |    2.40e+02 |   3.73e-05 |   1.88e-01 |     18222.15 |   120.23 |  2447m 58s | Model saved         
   33400 |   1.87e+05 |   6.33e+02 |   2.61e+06 |   5.53e+04 |   8.90e+04 |    1.86e+03 |    4.99e+04 |    2.42e+02 |   3.73e-05 |   1.88e-01 |     18222.15 |   108.86 |  2445m 56s | Model saved         
   33450 |   1.87e+05 |   6.28e+02 |   2.60e+06 |   5.63e+04 |   8.85e+04 |    1.85e+03 |    5.03e+04 |    2.40e+02 |   3.54e-05 |   1.88e-01 |     18222.15 |   119.47 |  2445m 29s | Model saved         
   33500 |   1.87e+05 |   6.31e+02 |   2.61e+06 |   5.51e+04 |   8.89e+04 |    1.86e+03 |    5.00e+04 |    2.42e+02 |   3.54e-05 |   1.88e-01 |     18222.15 |    99.04 |  2442m 00s | Model saved         
   33550 |   1.87e+05 |   6.29e+02 |   2.60e+06 |   5.64e+04 |   8.85e+04 |    1.84e+03 |    5.03e+04 |    2.40e+02 |   3.54e-05 |   1.88e-01 |     18222.15 |   107.99 |  2439m 51s | Model saved         
   33600 |   1.87e+05 |   6.30e+02 |   2.61e+06 |   5.49e+04 |   8.89e+04 |    1.86e+03 |    5.00e+04 |    2.42e+02 |   3.54e-05 |   1.88e-01 |     18222.15 |    99.92 |  2436m 32s | Model saved         
   33650 |   1.87e+05 |   6.26e+02 |   2.60e+06 |   5.65e+04 |   8.85e+04 |    1.85e+03 |    5.03e+04 |    2.40e+02 |   3.37e-05 |   1.88e-01 |     18222.15 |   108.59 |  2434m 29s | Model saved         
   33700 |   1.87e+05 |   6.31e+02 |   2.61e+06 |   5.50e+04 |   8.88e+04 |    1.86e+03 |    5.00e+04 |    2.41e+02 |   3.37e-05 |   1.88e-01 |     18222.15 |   103.78 |  2431m 45s | Model saved         
   33750 |   1.87e+05 |   6.30e+02 |   2.60e+06 |   5.63e+04 |   8.85e+04 |    1.84e+03 |    5.03e+04 |    2.40e+02 |   3.37e-05 |   1.88e-01 |     18222.15 |   121.82 |  2431m 35s | Model saved         
   33800 |   1.87e+05 |   6.30e+02 |   2.61e+06 |   5.49e+04 |   8.88e+04 |    1.86e+03 |    5.00e+04 |    2.41e+02 |   3.37e-05 |   1.88e-01 |     18222.15 |   105.46 |  2429m 05s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 33800 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 02:40:59
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 33801/100000
Current learning rate: 3.367598e-05
Lowest loss so far: 2.246258e+02
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   33850 |   1.52e+05 |   3.92e+02 |  -1.22e+05 |   1.41e+04 |   7.83e+04 |    6.99e+02 |    7.58e+04 |   -2.91e+01 |   3.37e-05 |   2.84e-01 |     18234.74 |   100.54 |  2217m 00s | Model saved (best)  
   33900 |   1.16e+05 |   3.78e+02 |  -2.87e+05 |   1.42e+04 |   5.49e+04 |    6.87e+02 |    5.79e+04 |   -4.15e+01 |   3.37e-05 |   2.84e-01 |     18234.74 |    99.37 |  2202m 23s | Model saved (best)  
   33950 |   9.55e+04 |   3.74e+02 |  -3.04e+05 |   1.44e+04 |   4.32e+04 |    6.80e+02 |    5.15e+04 |   -4.14e+01 |   3.37e-05 |   2.84e-01 |     18234.74 |   104.48 |  2233m 56s | Model saved         
   34000 |   8.16e+04 |   3.75e+02 |  -2.77e+05 |   1.45e+04 |   3.61e+04 |    6.76e+02 |    4.82e+04 |   -3.76e+01 |   3.37e-05 |   2.70e-01 |     18234.74 |   158.95 |  2548m 24s | Model saved         
   34050 |   7.16e+04 |   3.77e+02 |  -3.20e+05 |   1.49e+04 |   3.08e+04 |    6.71e+02 |    4.65e+04 |   -4.13e+01 |   3.37e-05 |   2.70e-01 |     18234.74 |   128.20 |  2600m 48s | Model saved         
   34100 |   6.34e+04 |   3.78e+02 |  -2.88e+05 |   1.49e+04 |   2.73e+04 |    6.71e+02 |    4.47e+04 |   -3.75e+01 |   3.37e-05 |   2.70e-01 |     18234.74 |   100.76 |  2534m 35s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 34100 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 02:53:19
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 34101/100000
Current learning rate: 3.367598e-05
Lowest loss so far: -4.149937e+01
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   34150 |   7.22e+04 |   5.70e+02 |   2.75e+06 |   5.30e+04 |   1.22e+05 |    1.83e+03 |    9.40e+04 |    2.48e+02 |   3.37e-05 |   2.84e-01 |     18222.15 |   113.19 |  2484m 31s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [0.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.284
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/1_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 34150 with training state
Saving configuration files...
Configuration saved to saved_models/1_naislstm_GELU
Training started at 2025-07-03 02:55:44
Logging training to saved_models/1_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 34151/100000
Current learning rate: 3.367598e-05
Lowest loss so far: -4.149937e+01
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   34200 |   8.13e+04 |   5.65e+02 |   3.05e+06 |   4.82e+04 |   1.13e+05 |    1.85e+03 |    5.33e+04 |    2.84e+02 |   3.37e-05 |   2.84e-01 |     18222.15 |   108.42 |  2378m 00s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/1_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
