Running on device: cuda, Parallel training disabled
Loading dynamics config from config/dynamics_configs/full_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: True
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
No model checkpoint file found in saved_models/4_naislstm_GELU
    Expected files: model_best.pth or model_latest.pth
Starting training from scratch.
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 02:57:30
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 22600 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 13:32:41
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 22601/100000
Current learning rate: 1.046740e-03
Lowest loss so far: -6.831223e+03
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   22650 |   1.35e+05 |   1.46e+02 |  -6.83e+11 |   9.52e+03 |   2.95e+04 |   -6.83e+03 |   1.05e-03 |   5.00e-01 |      7600.08 |    65.73 |  1694m 37s | Model saved         
   22700 |   1.35e+05 |   1.44e+02 |  -6.82e+11 |   9.46e+03 |   2.97e+04 |   -6.82e+03 |   1.05e-03 |   5.00e-01 |      7600.08 |    63.62 |  1666m 26s | Model saved         
   22750 |   1.35e+05 |   1.44e+02 |  -6.82e+11 |   9.41e+03 |   2.93e+04 |   -6.82e+03 |   1.05e-03 |   5.00e-01 |      7600.08 |    72.71 |  1734m 21s | Model saved         
   22800 |   1.35e+05 |   1.42e+02 |  -6.82e+11 |   9.38e+03 |   2.95e+04 |   -6.82e+03 |   9.94e-04 |   5.00e-01 |      7600.08 |    63.75 |  1710m 02s | Model saved         
   22850 |   1.35e+05 |   1.43e+02 |  -6.82e+11 |   9.34e+03 |   2.93e+04 |   -6.82e+03 |   9.94e-04 |   5.00e-01 |      7600.08 |    69.29 |  1723m 32s | Model saved         
   22900 |   1.34e+05 |   1.41e+02 |  -6.82e+11 |   9.35e+03 |   2.94e+04 |   -6.82e+03 |   9.94e-04 |   5.00e-01 |      7600.08 |    59.58 |  1690m 32s | Model saved         
   22950 |   1.34e+05 |   1.42e+02 |  -6.82e+11 |   9.32e+03 |   2.92e+04 |   -6.82e+03 |   9.94e-04 |   5.00e-01 |      7600.08 |    67.67 |  1696m 23s | Model saved         
   23000 |   1.34e+05 |   1.40e+02 |  -6.82e+11 |   9.32e+03 |   2.93e+04 |   -6.82e+03 |   9.45e-04 |   4.75e-01 |      7600.08 |    61.47 |  1680m 35s | Model saved         
   23050 |   1.34e+05 |   1.44e+02 |  -6.82e+11 |   9.39e+03 |   2.91e+04 |   -6.82e+03 |   9.45e-04 |   4.75e-01 |      7600.08 |    71.76 |  1697m 24s | Model saved         
   23100 |   1.34e+05 |   1.42e+02 |  -6.82e+11 |   9.38e+03 |   2.93e+04 |   -6.82e+03 |   9.45e-04 |   4.75e-01 |      7600.08 |    60.01 |  1680m 30s | Model saved         
   23150 |   1.34e+05 |   1.43e+02 |  -6.82e+11 |   9.39e+03 |   2.92e+04 |   -6.82e+03 |   9.45e-04 |   4.75e-01 |      7600.08 |    67.44 |  1683m 47s | Model saved         
   23200 |   1.34e+05 |   1.41e+02 |  -6.82e+11 |   9.41e+03 |   2.93e+04 |   -6.82e+03 |   8.97e-04 |   4.75e-01 |      7600.08 |    59.66 |  1669m 45s | Model saved         
   23250 |   1.34e+05 |   1.42e+02 |  -6.82e+11 |   9.41e+03 |   2.92e+04 |   -6.82e+03 |   8.97e-04 |   4.75e-01 |      7600.08 |    68.58 |  1675m 16s | Model saved         
   23300 |   1.34e+05 |   1.40e+02 |  -6.82e+11 |   9.44e+03 |   2.94e+04 |   -6.82e+03 |   8.97e-04 |   4.75e-01 |      7600.08 |    60.20 |  1664m 32s | Model saved         
   23350 |   1.34e+05 |   1.41e+02 |  -6.82e+11 |   9.43e+03 |   2.92e+04 |   -6.82e+03 |   8.97e-04 |   4.75e-01 |      7600.08 |    67.80 |  1668m 02s | Model saved         
   23400 |   1.34e+05 |   1.39e+02 |  -6.82e+11 |   9.46e+03 |   2.94e+04 |   -6.82e+03 |   8.53e-04 |   4.75e-01 |      7600.08 |    85.81 |  1699m 42s | Model saved         
   23450 |   1.34e+05 |   1.40e+02 |  -6.82e+11 |   9.44e+03 |   2.92e+04 |   -6.82e+03 |   8.53e-04 |   4.75e-01 |      7600.08 |   108.04 |  1760m 51s | Model saved         
   23500 |   1.34e+05 |   1.38e+02 |  -6.82e+11 |   9.47e+03 |   2.93e+04 |   -6.82e+03 |   8.53e-04 |   4.75e-01 |      7600.08 |    60.22 |  1747m 15s | Model saved         
   23550 |   1.34e+05 |   1.39e+02 |  -6.82e+11 |   9.42e+03 |   2.91e+04 |   -6.82e+03 |   8.53e-04 |   4.75e-01 |      7600.08 |   117.04 |  1811m 11s | Model saved         
   23600 |   1.34e+05 |   1.38e+02 |  -6.82e+11 |   9.47e+03 |   2.92e+04 |   -6.82e+03 |   8.10e-04 |   4.75e-01 |      7600.08 |    75.59 |  1815m 45s | Model saved         
   23650 |   1.34e+05 |   1.38e+02 |  -6.82e+11 |   9.42e+03 |   2.90e+04 |   -6.82e+03 |   8.10e-04 |   4.75e-01 |      7600.08 |    94.50 |  1842m 41s | Model saved         
   23700 |   1.34e+05 |   1.36e+02 |  -6.82e+11 |   9.46e+03 |   2.92e+04 |   -6.82e+03 |   8.10e-04 |   4.75e-01 |      7600.08 |    67.27 |  1835m 33s | Model saved         
   23750 |   1.34e+05 |   1.38e+02 |  -6.82e+11 |   9.40e+03 |   2.90e+04 |   -6.82e+03 |   8.10e-04 |   4.75e-01 |      7600.08 |    68.66 |  1830m 28s | Model saved         
   23800 |   1.34e+05 |   1.36e+02 |  -6.82e+11 |   9.45e+03 |   2.91e+04 |   -6.82e+03 |   7.69e-04 |   4.75e-01 |      7600.08 |    60.17 |  1816m 44s | Model saved         
   23850 |   1.34e+05 |   1.37e+02 |  -6.82e+11 |   9.40e+03 |   2.89e+04 |   -6.82e+03 |   7.69e-04 |   4.75e-01 |      7600.08 |    67.58 |  1811m 32s | Model saved         
   23900 |   1.34e+05 |   1.35e+02 |  -6.82e+11 |   9.42e+03 |   2.90e+04 |   -6.82e+03 |   7.69e-04 |   4.75e-01 |      7600.08 |    60.16 |  1799m 25s | Model saved         
   23950 |   1.34e+05 |   1.36e+02 |  -6.82e+11 |   9.38e+03 |   2.88e+04 |   -6.82e+03 |   7.69e-04 |   4.75e-01 |      7600.08 |    68.26 |  1795m 43s | Model saved         
   24000 |   1.34e+05 |   1.34e+02 |  -6.82e+11 |   9.41e+03 |   2.89e+04 |   -6.82e+03 |   7.31e-04 |   4.51e-01 |      7600.08 |    59.78 |  1784m 32s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 24000 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 14:06:28
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    Y0 loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 24001/100000
Current learning rate: 7.309773e-04
Lowest loss so far: -6.831223e+03
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   24050 |   1.33e+05 |   1.32e+02 |  -6.83e+11 |   1.76e+03 |   9.35e+03 |   2.94e+04 |   -6.83e+03 |   7.31e-04 |   5.00e-01 |      7600.08 |    67.55 |  1710m 01s | Model saved         
   24100 |   1.34e+05 |   1.36e+02 |  -6.82e+11 |   1.39e+03 |   9.23e+03 |   2.89e+04 |   -6.82e+03 |   7.31e-04 |   5.00e-01 |      7600.08 |    63.34 |  1655m 40s | Model saved         
   24150 |   1.35e+05 |   1.35e+02 |  -6.82e+11 |   1.19e+03 |   9.25e+03 |   2.90e+04 |   -6.82e+03 |   7.31e-04 |   5.00e-01 |      7600.08 |    72.84 |  1716m 54s | Model saved         
   24200 |   1.35e+05 |   1.31e+02 |  -6.82e+11 |   7.77e+02 |   9.26e+03 |   2.89e+04 |   -6.82e+03 |   6.94e-04 |   5.00e-01 |      7600.08 |    64.08 |  1691m 36s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 24200 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 14:11:59
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |    Y0 loss |     Y loss |    T. loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 24201/100000
Current learning rate: 6.944284e-04
Lowest loss so far: -6.831223e+03
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   24250 |   1.34e+05 |   1.35e+02 |  -6.82e+11 |   6.61e+02 |   9.35e+03 |   2.89e+04 |   -6.82e+03 |   6.94e-04 |   5.00e-01 |      7600.08 |    64.95 |  1640m 05s | Model saved         
   24300 |   1.34e+05 |   1.33e+02 |  -6.82e+11 |   9.94e+02 |   9.14e+03 |   2.86e+04 |   -6.82e+03 |   6.94e-04 |   5.00e-01 |      7600.08 |    63.17 |  1616m 27s | Model saved         
   24350 |   1.35e+05 |   1.33e+02 |  -6.82e+11 |   1.13e+03 |   9.26e+03 |   2.89e+04 |   -6.82e+03 |   6.94e-04 |   5.00e-01 |      7600.08 |    72.01 |  1682m 11s | Model saved         
   24400 |   1.35e+05 |   1.31e+02 |  -6.82e+11 |   7.49e+02 |   9.23e+03 |   2.87e+04 |   -6.82e+03 |   6.60e-04 |   5.00e-01 |      7600.08 |    64.06 |  1664m 22s | Model saved         
   24450 |   1.35e+05 |   1.33e+02 |  -6.82e+11 |   1.17e+03 |   9.23e+03 |   2.87e+04 |   -6.82e+03 |   6.60e-04 |   5.00e-01 |      7600.08 |    72.63 |  1696m 25s | Model saved         
   24500 |   1.35e+05 |   1.31e+02 |  -6.82e+11 |   7.22e+02 |   9.21e+03 |   2.86e+04 |   -6.82e+03 |   6.60e-04 |   5.00e-01 |      7600.08 |    63.85 |  1680m 33s | Model saved         
   24550 |   1.35e+05 |   1.32e+02 |  -6.82e+11 |   1.16e+03 |   9.21e+03 |   2.86e+04 |   -6.82e+03 |   6.60e-04 |   5.00e-01 |      7600.08 |    72.07 |  1698m 28s | Model saved         
   24600 |   1.35e+05 |   1.31e+02 |  -6.82e+11 |   7.11e+02 |   9.20e+03 |   2.86e+04 |   -6.82e+03 |   6.27e-04 |   5.00e-01 |      7600.08 |    63.61 |  1685m 01s | Model saved         
   24650 |   1.34e+05 |   1.31e+02 |  -6.82e+11 |   1.13e+03 |   9.18e+03 |   2.85e+04 |   -6.82e+03 |   6.27e-04 |   5.00e-01 |      7600.08 |    72.26 |  1698m 29s | Model saved         
   24700 |   1.35e+05 |   1.30e+02 |  -6.82e+11 |   7.05e+02 |   9.17e+03 |   2.85e+04 |   -6.82e+03 |   6.27e-04 |   5.00e-01 |      7600.08 |    64.29 |  1688m 59s | Model saved         
   24750 |   1.34e+05 |   1.31e+02 |  -6.82e+11 |   1.12e+03 |   9.17e+03 |   2.85e+04 |   -6.82e+03 |   6.27e-04 |   5.00e-01 |      7600.08 |    72.16 |  1698m 59s | Model saved         
   24800 |   1.35e+05 |   1.29e+02 |  -6.82e+11 |   7.01e+02 |   9.17e+03 |   2.85e+04 |   -6.82e+03 |   5.95e-04 |   5.00e-01 |      7600.08 |    64.43 |  1690m 57s | Model saved         
   24850 |   1.34e+05 |   1.30e+02 |  -6.82e+11 |   1.10e+03 |   9.15e+03 |   2.84e+04 |   -6.82e+03 |   5.95e-04 |   5.00e-01 |      7600.08 |    72.64 |  1699m 49s | Model saved         
   24900 |   1.35e+05 |   1.28e+02 |  -6.82e+11 |   6.99e+02 |   9.14e+03 |   2.84e+04 |   -6.82e+03 |   5.95e-04 |   5.00e-01 |      7600.08 |    63.83 |  1691m 29s | Model saved         
   24950 |   1.34e+05 |   1.30e+02 |  -6.82e+11 |   1.10e+03 |   9.14e+03 |   2.84e+04 |   -6.82e+03 |   5.95e-04 |   5.00e-01 |      7600.08 |    72.56 |  1698m 41s | Model saved         
   25000 |   1.35e+05 |   1.28e+02 |  -6.82e+11 |   6.95e+02 |   9.13e+03 |   2.84e+04 |   -6.82e+03 |   5.66e-04 |   4.75e-01 |      7600.08 |    64.69 |  1692m 32s | Model saved         
   25050 |   1.34e+05 |   1.31e+02 |  -6.82e+11 |   1.09e+03 |   9.20e+03 |   2.83e+04 |   -6.82e+03 |   5.66e-04 |   4.75e-01 |      7600.08 |    74.96 |  1702m 05s | Model saved         
   25100 |   1.35e+05 |   1.29e+02 |  -6.82e+11 |   6.95e+02 |   9.18e+03 |   2.84e+04 |   -6.82e+03 |   5.66e-04 |   4.75e-01 |      7600.08 |    64.60 |  1696m 03s | Model saved         
   25150 |   1.34e+05 |   1.31e+02 |  -6.82e+11 |   1.08e+03 |   9.18e+03 |   2.83e+04 |   -6.82e+03 |   5.66e-04 |   4.75e-01 |      7600.08 |    72.68 |  1701m 09s | Model saved         
   25200 |   1.35e+05 |   1.29e+02 |  -6.82e+11 |   6.92e+02 |   9.17e+03 |   2.83e+04 |   -6.82e+03 |   5.37e-04 |   4.75e-01 |      7600.08 |    63.98 |  1694m 47s | Model saved         
   25250 |   1.34e+05 |   1.30e+02 |  -6.82e+11 |   1.08e+03 |   9.17e+03 |   2.82e+04 |   -6.82e+03 |   5.37e-04 |   4.75e-01 |      7600.08 |    72.99 |  1699m 36s | Model saved         
   25300 |   1.35e+05 |   1.28e+02 |  -6.82e+11 |   6.91e+02 |   9.17e+03 |   2.83e+04 |   -6.82e+03 |   5.37e-04 |   4.75e-01 |      7600.08 |    64.93 |  1694m 45s | Model saved         
   25350 |   1.34e+05 |   1.30e+02 |  -6.82e+11 |   1.07e+03 |   9.17e+03 |   2.82e+04 |   -6.82e+03 |   5.37e-04 |   4.75e-01 |      7600.08 |    72.98 |  1698m 56s | Model saved         
   25400 |   1.35e+05 |   1.28e+02 |  -6.82e+11 |   6.88e+02 |   9.16e+03 |   2.83e+04 |   -6.82e+03 |   5.10e-04 |   4.75e-01 |      7600.08 |    64.70 |  1694m 06s | Model saved         
   25450 |   1.34e+05 |   1.29e+02 |  -6.82e+11 |   1.07e+03 |   9.14e+03 |   2.82e+04 |   -6.82e+03 |   5.10e-04 |   4.75e-01 |      7600.08 |   101.11 |  1725m 45s | Model saved         
================================================================================
RESUMING TRAINING - APPENDING TO EXISTING LOG
================================================================================
Running on device: cuda, Parallel training disabled
Loading dynamics config from saved_models/4_naislstm_GELU/dynamics_config.json
------------------------------------------------------------
DYNAMICS CONFIGURATION:
------------------------------------------------------------
dynamics: FullDynamics
T: 1.0
N: 144
dim: 3
dim_W: 2
y0: [100.0, 80.0, 0.0]
mu_P: 0.0
mu_D: 0.0
time_dep_vol: False
use_exact: True
low_vol: True
sigma_P0: 10
sigma_P1: 20
alpha_P: 120.0
beta_P: 40.0
sigma_D0: 30.0
sigma_D1: 50.0
alpha_D: 1600.0
beta_D: 900.0
rho: -0.6
psi: 5.0
gamma: 0.05
nu: 0.042
eta: 10
smooth_control: True
eps: 0.5
schedule_epsilon: True
eps_decay_factor: 0.95
eps_update_every: 1000
analytical_known: True
dt: 0.006944444444444444
------------------------------------------------------------
Attempting to load model from saved_models/4_naislstm_GELU
Found existing model files: ['model_best.pth', 'model.pth']
Successfully loaded model checkpoint from epoch 25450 with training state
Saving configuration files...
Configuration saved to saved_models/4_naislstm_GELU
Training started at 2025-07-03 14:41:52
Logging training to saved_models/4_naislstm_GELU/training.log
   Epoch |      Y val |      q val | Total loss |     Y loss |    T. loss |   T.G. loss |   pinn loss |   cost loss |         LR |        Eps |  Memory [MB] | Time [s] |        ETA | Status              
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Resuming training from epoch 25451/100000
Current learning rate: 5.104687e-04
Lowest loss so far: -6.831223e+03
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   25500 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   9.05e+03 |   2.84e+04 |    7.35e+02 |    1.83e+05 |   -6.82e+03 |   5.10e-04 |   5.00e-01 |     73610.04 |    85.47 |  2122m 28s | Model saved         
   25550 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.97e+03 |   2.82e+04 |    7.36e+02 |    1.82e+05 |   -6.82e+03 |   5.10e-04 |   5.00e-01 |     73610.04 |    93.41 |  2219m 36s | Model saved         
   25600 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.77e+03 |   2.83e+04 |    7.36e+02 |    1.80e+05 |   -6.82e+03 |   4.85e-04 |   5.00e-01 |     73610.04 |    84.10 |  2174m 00s | Model saved         
   25650 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.85e+03 |   2.82e+04 |    7.37e+02 |    1.80e+05 |   -6.82e+03 |   4.85e-04 |   5.00e-01 |     73610.04 |   126.52 |  2413m 18s | Model saved         
   25700 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.66e+03 |   2.83e+04 |    7.37e+02 |    1.79e+05 |   -6.82e+03 |   4.85e-04 |   5.00e-01 |     73610.04 |   110.16 |  2474m 59s | Model saved         
   25750 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.75e+03 |   2.82e+04 |    7.39e+02 |    1.79e+05 |   -6.82e+03 |   4.85e-04 |   5.00e-01 |     73610.04 |    92.96 |  2444m 33s | Model saved         
   25800 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.57e+03 |   2.84e+04 |    7.38e+02 |    1.78e+05 |   -6.82e+03 |   4.61e-04 |   5.00e-01 |     73610.04 |    84.69 |  2393m 10s | Model saved         
   25850 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.66e+03 |   2.83e+04 |    7.40e+02 |    1.78e+05 |   -6.82e+03 |   4.61e-04 |   5.00e-01 |     73610.04 |    92.59 |  2378m 42s | Model saved         
   25900 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.48e+03 |   2.85e+04 |    7.39e+02 |    1.77e+05 |   -6.82e+03 |   4.61e-04 |   5.00e-01 |     73610.04 |    85.04 |  2346m 21s | Model saved         
   25950 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.58e+03 |   2.83e+04 |    7.41e+02 |    1.77e+05 |   -6.82e+03 |   4.61e-04 |   5.00e-01 |     73610.04 |    93.31 |  2340m 37s | Model saved         
   26000 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.42e+03 |   2.86e+04 |    7.41e+02 |    1.76e+05 |   -6.82e+03 |   4.38e-04 |   4.75e-01 |     73610.04 |    84.65 |  2316m 14s | Model saved         
   26050 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.59e+03 |   2.84e+04 |    7.42e+02 |    1.76e+05 |   -6.82e+03 |   4.38e-04 |   4.75e-01 |     73610.04 |    95.76 |  2318m 28s | Model saved         
   26100 |   1.34e+05 |   1.28e+02 |  -6.82e+11 |   8.41e+03 |   2.86e+04 |    7.42e+02 |    1.75e+05 |   -6.82e+03 |   4.38e-04 |   4.75e-01 |     73610.04 |    84.56 |  2298m 55s | Model saved         
   26150 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.51e+03 |   2.85e+04 |    7.43e+02 |    1.75e+05 |   -6.82e+03 |   4.38e-04 |   4.75e-01 |     73610.04 |    92.92 |  2296m 38s | Model saved         
   26200 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.35e+03 |   2.87e+04 |    7.43e+02 |    1.74e+05 |   -6.82e+03 |   4.16e-04 |   4.75e-01 |     73610.04 |    85.06 |  2281m 35s | Model saved         
   26250 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.45e+03 |   2.85e+04 |    7.44e+02 |    1.75e+05 |   -6.82e+03 |   4.16e-04 |   4.75e-01 |     73610.04 |   117.96 |  2318m 46s | Model saved         
   26300 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.29e+03 |   2.88e+04 |    7.44e+02 |    1.74e+05 |   -6.82e+03 |   4.16e-04 |   4.75e-01 |     73610.04 |    92.41 |  2314m 26s | Model saved         
   26350 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.40e+03 |   2.86e+04 |    7.46e+02 |    1.74e+05 |   -6.82e+03 |   4.16e-04 |   4.75e-01 |     73610.04 |    93.71 |  2312m 11s | Model saved         
   26400 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.24e+03 |   2.89e+04 |    7.45e+02 |    1.74e+05 |   -6.82e+03 |   3.95e-04 |   4.75e-01 |     73610.04 |    84.75 |  2298m 26s | Model saved         
   26450 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.36e+03 |   2.87e+04 |    7.47e+02 |    1.74e+05 |   -6.82e+03 |   3.95e-04 |   4.75e-01 |     73610.04 |    93.70 |  2296m 53s | Model saved         
   26500 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.20e+03 |   2.89e+04 |    7.46e+02 |    1.73e+05 |   -6.82e+03 |   3.95e-04 |   4.75e-01 |     73610.04 |    85.00 |  2285m 12s | Model saved         
   26550 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.31e+03 |   2.88e+04 |    7.48e+02 |    1.74e+05 |   -6.82e+03 |   3.95e-04 |   4.75e-01 |     73610.04 |    93.70 |  2284m 07s | Model saved         
   26600 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.16e+03 |   2.90e+04 |    7.47e+02 |    1.73e+05 |   -6.82e+03 |   3.75e-04 |   4.75e-01 |     73610.04 |    85.54 |  2274m 19s | Model saved         
   26650 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.27e+03 |   2.88e+04 |    7.49e+02 |    1.74e+05 |   -6.82e+03 |   3.75e-04 |   4.75e-01 |     73610.04 |    93.04 |  2272m 51s | Model saved         
   26700 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.12e+03 |   2.90e+04 |    7.48e+02 |    1.73e+05 |   -6.82e+03 |   3.75e-04 |   4.75e-01 |     73610.04 |    85.19 |  2263m 43s | Model saved         
   26750 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.24e+03 |   2.89e+04 |    7.50e+02 |    1.73e+05 |   -6.82e+03 |   3.75e-04 |   4.75e-01 |     73610.04 |    93.07 |  2262m 34s | Model saved         
   26800 |   1.34e+05 |   1.26e+02 |  -6.82e+11 |   8.09e+03 |   2.91e+04 |    7.49e+02 |    1.73e+05 |   -6.82e+03 |   3.56e-04 |   4.75e-01 |     73610.04 |    85.36 |  2254m 25s | Model saved         
   26850 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.20e+03 |   2.89e+04 |    7.50e+02 |    1.73e+05 |   -6.82e+03 |   3.56e-04 |   4.75e-01 |     73610.04 |    93.78 |  2254m 05s | Model saved         
   26900 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.06e+03 |   2.92e+04 |    7.50e+02 |    1.72e+05 |   -6.82e+03 |   3.56e-04 |   4.75e-01 |     73610.04 |    85.56 |  2246m 46s | Model saved         
   26950 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.17e+03 |   2.90e+04 |    7.51e+02 |    1.73e+05 |   -6.82e+03 |   3.56e-04 |   4.75e-01 |     73610.04 |    93.32 |  2246m 08s | Model saved         
   27000 |   1.34e+05 |   1.25e+02 |  -6.82e+11 |   8.04e+03 |   2.92e+04 |    7.51e+02 |    1.72e+05 |   -6.82e+03 |   3.39e-04 |   4.51e-01 |     73610.04 |    85.57 |  2239m 21s | Model saved         
   27050 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.22e+03 |   2.90e+04 |    7.52e+02 |    1.72e+05 |   -6.82e+03 |   3.39e-04 |   4.51e-01 |     73610.04 |    95.68 |  2240m 36s | Model saved         
   27100 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.08e+03 |   2.92e+04 |    7.52e+02 |    1.72e+05 |   -6.82e+03 |   3.39e-04 |   4.51e-01 |     73610.04 |    85.55 |  2234m 12s | Model saved         
   27150 |   1.34e+05 |   1.27e+02 |  -6.82e+11 |   8.18e+03 |   2.91e+04 |    7.53e+02 |    1.72e+05 |   -6.82e+03 |   3.39e-04 |   4.51e-01 |     73610.04 |    93.40 |  2233m 43s | Model saved         
